Price,Location,Rooms
85.000 TL,Muratpaşa/Fener,3+1
35.000 TL,Konyaaltı/Merkez,2+1
30.000 TL,Kepez/Sütçüler,2+1
55.000 TL,Döşemealtı/Yeşilbayır,3+1
50.000 TL,Konyaaltı/Arapsuyu,2+1
18.000 TL,Kepez/Erenköy,3+1
45.000 TL,Kepez/Erenköy,2+1
35.000 TL,Konyaaltı/Merkez,1+1
65.000 TL,Muratpaşa/Lara,2+1
50.000 TL,Muratpaşa/Lara,3+1
45.000 TL,Konyaaltı/Merkez,2+1
60.000 TL,Muratpaşa/Lara,3+1
55.000 TL,Muratpaşa/Fener,3+1
66.000 TL,Konyaaltı/Arapsuyu,3+1
30.000 TL,Muratpaşa/Yenigün,3+1
50.000 TL,Konyaaltı/Arapsuyu,2+1
35.000 TL,Döşemealtı/Merkez,2+1
30.000 TL,Döşemealtı/Merkez,1+1
37.000 TL,Konyaaltı/Arapsuyu,2+1
40.000 TL,Muratpaşa/Meltem,3+1
65.000 TL,Konyaaltı/Arapsuyu,4+1
29.000 TL,Kepez/Erenköy,1+1
55.000 TL,Muratpaşa/Lara,2+1
39.000 TL,Konyaaltı/Arapsuyu,3+1
175.000 TL,Muratpaşa/Fener,2+1
25.000 TL,Döşemealtı/Yeniköy,2+1
55.000 TL,Kepez/Erenköy,4+1
40.000 TL,Muratpaşa/Gençlik,4+1
30.000 TL,Kepez/Ahatlı,2+1
45.000 TL,Muratpaşa/Lara,3+1
19.000 TL,Kepez/Sütçüler,1+1
27.500 TL,Konyaaltı/Arapsuyu,1+1
20.000 TL,Kepez/Sütçüler,2+1
35.000 TL,Kepez/Düdenbaşı,2+1
27.500 TL,Kepez/Erenköy,2+1
70.000 TL,Konyaaltı/Merkez,3+1
66.000 TL,Konyaaltı/Arapsuyu,3+1
66.000 TL,KepezDüdenbaşı,2+1
40.000 TL,Konyaaltı/Arapsuyu,1+1
33.000 TL,Döşemealtı/Merkez,2+1
23.500 TL,Korkuteli,2+1
82.500 TL,Konyaaltı/Arapsuyu,3+1
17.000 TL,Kepez/Düdenbaşı,1+1
45.000 TL,Konyaaltı/Merkez,2+1
100.000 TL,Muratpaşa/Lara,2+2
30.000 TL,Kepez/Ahatlı,1+1
75.000 TL,Konyaaltı/Arapsuyu,3+1
27.000 TL,Serik,3+1
60.000 TL,Muratpaşa/Fener,3+1
35.000 TL,Konyaaltı/Merkez,2+1
70.000 TL,Konyaaltı/Arapsuyu,3+1
27.000 TL,Muratpaşa/Kızıltoprak,2+1
35.000 TL,Muratpaşa/Lara,2+1
47.000 TL,Muratpaşa/Güzeloluk,3+1
52.000 TL,Konyaaltı/Merkez,4+1
46.000 TL,Konyaaltı/Arapsuyu,3+1
26.000 TL,Kepez/Erenköy,3+1
40.000 TL,Muratpaşa/Kızıltoprak,3+1
25.000 TL,Döşemealtı/Merkez,1+1
60.000 TL,Döşemealtı/Yeşilbayır,4+1
65.000 TL,Muratpaşa/Fener,3+1
40.000 TL,Aksu,2+1
55.000 TL,Muratpaşa/Kızıltoprak,3+1
29.000 TL,Konyaaltı/Merkez,1+1
65.000 TL,Konyaaltı/Arapsuyu,4+1
65.000 TL,Muratpaşa/Güzeloluk,2+1
25.000 TL,Kepez/Sütçüler,2+1
38.000 TL,Kepez/Sütçüler,3+1
115.000 TL,Muratpaşa/Lara,2+1
50.000 TL,Muratpaşa/Fener,3+1
135.000 TL,Muratpaşa/Lara,4+1
70.000 TL,Konyaaltı/Arapsuyu,5+1
65.000 TL,Muratpaşa/Fener,3+1
35.000 TL,Konyaaltı/Arapsuyu,2+1
80.000 TL,Muratpaşa/Kızıltoprak,5+1
21.000 TL,Kepez/Düdenbaşı,2+1
35.000 TL,Konyaaltı/Arapsuyu,3+1
42.500 TL,Aksu/Köyler,3+1
90.000 TL,Konyaaltı/Arapsuyu,5+1
29.000 TL,Kepez/Ahatlı,1+1
25.000 TL,Konyaaltı/Arapsuyu,2+1
220.000 TL,Muratpaşa/Fener,5+1
200.000 TL,Muratpaşa/Fener,3+1
45.000 TL,KonyaaltıArapsuyu,3+1
45.000 TL,Döşemealtı/Merkez,3+1
35.000 TL,Döşemealtı/Yeniköy,3+1
55.000 TL,Konyaaltı/Arapsuyu,3+1
28.000 TL,Döşemealtı/Yeniköy,1+1
60.000 TL,Muratpaşa/Lara,3+1
100.000 TL,Konyaaltı/Arapsuyu,5+1
45.000 TL,KonyaaltıArapsuyu,3+1
60.000 TL,Muratpaşa/Lara,3+1
27.000 TL,Serik,3+1
30.000 TL,Serik,3+1
58.000 TL,Muratpaşa/Lara,3+1
40.000 TL,Konyaaltı/Merkez,2+1
20.000 TL,Kepez/Sütçüler,1+1
21.000 TL,Döşemealtı/Merkez,1+1
27.000 TL,Döşemealtı/Merkez,1+1
26.000 TL,Konyaaltı/Arapsuyu,1+1
45.000 TL,Aksu,1+1
60.000 TL,Konyaaltı/Arapsuyu,2+1
25.000 TL,Döşemealtı/Merkez,3+1
57.000 TL,Konyaaltı/Arapsuyu,2+1
47.000 TL,Muratpaşa/Lara,2+1
23.500 TL,Döşemealtı/Merkez,1+1
100.000 TL,Muratpaşa/Lara,3+1
50.000 TL,Muratpaşa/Lara,2+1
38.000 TL,Muratpaşa/Lara,5+1
60.000 TL,Aksu/Köyler,3+1
30.000 TL,Muratpaşa/Meltem,3+1
24.000 TL,Muratpaşa/Güzeloluk,2+1
58.000 TL,Muratpaşa/Güzeloluk,6+1
25.000 TL,Döşemealtı/Yeniköy,2+1
100.000 TL,Konyaaltı/Arapsuyu,4+1
46.000 TL,Muratpaşa/Fener,3+1
35.000 TL,Serik,4+1
23.000 TL,Döşemealtı/Merkez,1+1
43.500 TL,Kepez/Sütçüler,6+1
58.000 TL,Muratpaşa/Lara,3+1
99.000 TL,Muratpaşa/Lara,2+1
33.500 TL,Kepez/Düdenbaşı,2+1
18.500 TL,Muratpaşa/Lara,1+1
41.000 TL,Konyaaltı/Merkez,3+1
22.000 TL,Döşemealtı/Yeniköy,1+1
34.000 TL,Kepez/Duraliler,2+1
45.000 TL,Konyaaltı/Arapsuyu,2+1
40.000 TL,Aksu,2+1
30.000 TL,Serik,2+1
150.000 TL,Muratpaşa/Fener,3+1
55.000 TL,Konyaaltı/Arapsuyu,3+1
37.500 TL,Konyaaltı/Arapsuyu,2+1
24.500 TL,Kepez/Ahatlı,3+1
70.000 TL,Muratpaşa/Fener,3+1
20.000 TL,Muratpaşa/Yenigün,2+1
37.000 TL,Kepez/Dokuma,2+1
150.000 TL,MuratpaşaFener,3+1
77.000 TL,Muratpaşa/Fener,3+1
60.000 TL,Konyaaltı/Arapsuyu,2+1
35.000 TL,Kepez/Erenköy,1+1
37.000 TL,Kepez/Düdenbaşı,3+1
26.000 TL,Muratpaşa/Lara,1+1
30.000 TL,Serik,2+1
32.000 TL,Kepez/Erenköy,3+1
25.000 TL,Döşemealtı/Merkez,1+1
55.000 TL,Muratpaşa/Lara,3+1
28.000 TL,Kepez/Erenköy,2+1
200.000 TL,Konyaaltı/Arapsuyu,5+1
28.000 TL,Döşemealtı/Yeniköy,3+1
33.000 TL,Kepez/Erenköy,3+1
45.000 TL,Aksu,2+1
85.000 TL,Muratpaşa/Lara,3+1
21.000 TL,Serik,2+1
35.000 TL,Konyaaltı/Merkez,2+1
28.000 TL,Kepez/Erenköy,2+1
100.000 TL,Konyaaltı/Arapsuyu,5+2
30.000 TL,Kepez/Erenköy,2+1
40.000 TL,Aksu,2+1
35.000 TL,Kepez/Erenköy,4+1
49.995 TL,Muratpaşa/Gençlik,2+1
47.000 TL,Konyaaltı/Arapsuyu,3+1
23.000 TL,Kepez/Sütçüler,2+1
28.000 TL,Konyaaltı/Arapsuyu,1+1
38.000 TL,Kepez/Düdenbaşı,3+1
47.000 TL,Kepez/Düdenbaşı,3+1
28.000 TL,Kepez/Ahatlı,3+1
40.000 TL,Konyaaltı/Arapsuyu,2+1
27.000 TL,Kepez/Erenköy,2+1
22.000 TL,Döşemealtı/Merkez,3+1
35.000 TL,Kepez/Düdenbaşı,2+1
30.000 TL,Kepez/Duraliler,2+1
32.000 TL,Döşemealtı/Merkez,1+1
36.500 TL,Konyaaltı/Merkez,2+1
30.000 TL,Muratpaşa/Eskisanayi,2+1
33.000 TL,Kepez/Ahatlı,3+1
18.000 TL,Kepez/Duraliler,2+1
60.000 TL,Konyaaltı/Arapsuyu,3+1
208.000 TL,Muratpaşa/Fener,4+1
40.000 TL,Aksu,3+1
29.500 TL,Serik,3+1
65.000 TL,Muratpaşa/Fener,3+1
75.000 TL,Muratpaşa/Fener,3+1
35.000 TL,Serik,3+1
60.000 TL,Muratpaşa/Lara,3+1
27.500 TL,Kepez/Erenköy,3+1
30.000 TL,Döşemealtı/Yeniköy,2+1
45.000 TL,Konyaaltı/Merkez,3+1
25.500 TL,Kepez/Sütçüler,2+1
19.000 TL,Döşemealtı/Merkez,2+1
36.000 TL,Konyaaltı/Merkez,2+1
25.000 TL,Döşemealtı/Yeniköy,2+1
20.000 TL,Döşemealtı/Yeniköy,1+1
47.000 TL,Konyaaltı/Arapsuyu,2+1
19.500 TL,Kepez/Erenköy,3+1
31.000 TL,Aksu/Köyler,2+1
50.000 TL,Konyaaltı/Arapsuyu,3+1
50.000 TL,DöşemealtıYeniköy,2+1
26.000 TL,Kepez/Sütçüler,2+1
41.500 TL,Konyaaltı/Merkez,3+1
90.000 TL,Muratpaşa/Lara,3+1
31.000 TL,Kepez/Sütçüler,2+1
40.000 TL,Konyaaltı/Merkez,2+1
25.000 TL,Serik,1+1
22.000 TL,Döşemealtı/Yeniköy,2+1
80.000 TL,Konyaaltı/Arapsuyu,3+2
46.000 TL,Muratpaşa/Merkez,3+1
35.000 TL,Serik,3+1
158.000 TL,Muratpaşa/Fener,3+1
20.000 TL,Kepez/Düdenbaşı,1+1
55.000 TL,Muratpaşa/Fener,3+1
58.000 TL,Muratpaşa/Fener,3+1
35.000 TL,Konyaaltı/Arapsuyu,2+1
60.000 TL,Konyaaltı/Arapsuyu,2+1
115.000 TL,Muratpaşa/Fener,4+1
27.000 TL,Kepez/Sütçüler,2+1
110.000 TL,KonyaaltıArapsuyu,1+1
25.000 TL,Serik,1+1
58.000 TL,Konyaaltı/Arapsuyu,3+2
18.000 TL,Kepez/Ahatlı,1+1
165.000 TL,Muratpaşa/Fener,3+1
80.000 TL,Konyaaltı/Arapsuyu,2+1
70.000 TL,Muratpaşa/Lara,3+1
70.000 TL,Muratpaşa/Lara,2+1
35.000 TL,Kepez/Duraliler,3+1
25.000 TL,Serik,2+1
21.500 TL,Konyaaltı/Merkez,1+1
27.000 TL,Döşemealtı/Merkez,1+1
35.000 TL,Döşemealtı/Merkez,3+1
44.500 TL,Konyaaltı/Arapsuyu,3+1
30.000 TL,Kepez/Erenköy,1+1
110.000 TL,Muratpaşa/Fener,3+1
25.000 TL,Kepez/Sütçüler,1+1
50.000 TL,Konyaaltı/Arapsuyu,2+1
55.000 TL,Muratpaşa/Lara,4+1
50.000 TL,Muratpaşa/Lara,3+1
55.000 TL,Muratpaşa/Fener,3+1
54.000 TL,Konyaaltı/Merkez,3+1
23.000 TL,Kepez/Ahatlı,2+1
68.000 TL,Konyaaltı/Arapsuyu,3+1
25.000 TL,Serik,3+1
28.000 TL,Kepez/Ahatlı,3+1
55.000 TL,Konyaaltı/Arapsuyu,2+1
55.000 TL,Konyaaltı/Arapsuyu,2+1
25.000 TL,Döşemealtı/Yeniköy,2+1
40.000 TL,Kepez/Ahatlı,3+1
175.000 TL,Konyaaltı/Arapsuyu,3+1
20.000 TL,Serik,1+1
55.000 TL,KonyaaltıArapsuyu,4+1
65.000 TL,Muratpaşa/Fener,5+1
46.000 TL,Muratpaşa/Lara,2+1
30.000 TL,Konyaaltı/Arapsuyu,1+1
40.000 TL,Konyaaltı/Arapsuyu,2+1
27.000 TL,Kepez/Varsak,3+1
28.500 TL,Kepez/Düdenbaşı,1+1
17.000 TL,Alanya/Beldeler,2+1
35.000 TL,Konyaaltı/Merkez,2+1
40.000 TL,Konyaaltı/Merkez,2+1
29.000 TL,Serik,3+1
35.000 TL,KonyaaltıArapsuyu,4+1
40.000 TL,Konyaaltı/Arapsuyu,3+1
23.000 TL,Kepez/Erenköy,2+1
41.000 TL,Konyaaltı/Arapsuyu,2+1
90.000 TL,Muratpaşa/Fener,4+1
49.000 TL,Konyaaltı/Arapsuyu,3+1
35.000 TL,Döşemealtı/Merkez,3+1
55.000 TL,Döşemealtı/Yeşilbayır,3+1
40.000 TL,Konyaaltı/Arapsuyu,2+1
75.000 TL,Muratpaşa/Lara,3+1
39.000 TL,Muratpaşa/Lara,2+1
30.000 TL,Konyaaltı/Arapsuyu,1+1
50.000 TL,Döşemealtı/Yeşilbayır,2.5+1
50.000 TL,Muratpaşa/Güzeloluk,3+1
50.000 TL,Konyaaltı/Arapsuyu,3+1
19.999 TL,Kepez/Sütçüler,1+1
24.000 TL,Kepez/Erenköy,2+1
89.000 TL,Konyaaltı/Arapsuyu,4+1
24.000 TL,Konyaaltı/Merkez,1+1
58.000 TL,Muratpaşa/Fener,4+1
52.000 TL,Aksu/Köyler,2+1
58.000 TL,Konyaaltı/Arapsuyu,3+1
90.000 TL,Muratpaşa/Güzeloluk,5+1
35.000 TL,Kepez/Sütçüler,2+1
34.000 TL,Kepez/Düdenbaşı,2+1
45.000 TL,Kepez/Sütçüler,3+1
55.000 TL,Muratpaşa/Bahçelievler,3+1
6.000 TL,Döşemealtı/Merkez,3+1
34.000 TL,MuratpaşaLara,4+1
43.000 TL,Konyaaltı/Arapsuyu,2+1
70.000 TL,Muratpaşa/Lara,3+1
17.000 TL,Döşemealtı/Yeniköy,1+1
75.000 TL,Muratpaşa/Lara,4+1
60.000 TL,Döşemealtı/Yeşilbayır,4+1
58.000 TL,Muratpaşa/Güzeloluk,3+1
48.000 TL,Konyaaltı/Merkez,2+1
80.000 TL,Konyaaltı/Arapsuyu,3+1
19.000 TL,Döşemealtı/Merkez,2+1
30.000 TL,Konyaaltı/Arapsuyu,2+1
47.000 TL,Konyaaltı/Merkez,5+1
25.000 TL,Konyaaltı/Arapsuyu,1+1
45.000 TL,Konyaaltı/Merkez,2+1
45.000 TL,Konyaaltı/Arapsuyu,1+1
20.000 TL,Döşemealtı/Merkez,2+1
65.000 TL,Konyaaltı/Arapsuyu,3+1
35.000 TL,Döşemealtı/Yeniköy,3+1
27.000 TL,Kepez/Düdenbaşı,1+1
18.000 TL,Döşemealtı/Yeniköy,1+1
45.000 TL,Konyaaltı/Arapsuyu,3+1
99.000 TL,Muratpaşa/Güzeloluk,5+1
200.000 TL,Konyaaltı/Arapsuyu,5+1
25.000 TL,Döşemealtı/Merkez,1+1
23.000 TL,Kepez/Varsak,2+1
70.000 TL,Muratpaşa/Fener,3+1
37.000 TL,Konyaaltı/Arapsuyu,3+1
55.000 TL,Konyaaltı/Arapsuyu,2+1
95.000 TL,Muratpaşa/Lara,2+1
30.000 TL,Döşemealtı/Merkez,2+1
45.000 TL,Konyaaltı/Merkez,2+1
38.000 TL,Kepez/Erenköy,1+1
42.000 TL,Konyaaltı/Arapsuyu,2+1
53.000 TL,Konyaaltı/Arapsuyu,2+1
35.000 TL,Muratpaşa/Yenigün,1+1
25.000 TL,Serik,2+1
45.000 TL,Aksu,2+1
38.000 TL,Konyaaltı/Arapsuyu,3+1
42.000 TL,Muratpaşa/Fener,2+1
50.000 TL,Konyaaltı/Arapsuyu,5+1
50.000 TL,Konyaaltı/Arapsuyu,3+1
35.000 TL,Kepez/Erenköy,3+1
45.000 TL,Kepez/Düdenbaşı,3+1
26.000 TL,Serik,2+1
24.000 TL,Kepez/Sütçüler,2+1
20.000 TL,Muratpaşa/Lara,1+1
45.000 TL,Konyaaltı/Arapsuyu,2+1
26.000 TL,Döşemealtı/Merkez,2+1
45.000 TL,Aksu,2+1
95.000 TL,Konyaaltı/Arapsuyu,2+1
50.000 TL,Muratpaşa/Lara,2+1
75.000 TL,Muratpaşa/Lara,3+1
35.000 TL,Kepez/Erenköy,3+1
29.000 TL,Muratpaşa/Lara,2+1
18.000 TL,Kepez/Düdenbaşı,2+1
30.000 TL,Döşemealtı/Merkez,1+1
45.000 TL,Muratpaşa/Lara,3+1
28.000 TL,Kepez/Erenköy,2+1
65.000 TL,Muratpaşa/Fener,3+1
33.000 TL,Kepez/Erenköy,3+1
30.000 TL,Konyaaltı/Merkez,2+1
30.000 TL,Konyaaltı/Arapsuyu,1+1
60.000 TL,Konyaaltı/Arapsuyu,3+1
39.999 TL,Muratpaşa/Kızıltoprak,3+1
28.000 TL,Konyaaltı/Merkez,1+1
55.000 TL,Konyaaltı/Arapsuyu,3+1
30.000 TL,Kepez/Varsak,2+1
55.000 TL,Döşemealtı/Yeşilbayır,3+1
82.500 TL,Konyaaltı/Arapsuyu,3+1
37.000 TL,Kepez/Düdenbaşı,3+1
80.000 TL,Konyaaltı/Arapsuyu,4+1
45.000 TL,Muratpaşa/Güzeloluk,2+1
30.000 TL,Kepez/Düdenbaşı,2+1
52.500 TL,Kepez/Düdenbaşı,3+1
80.000 TL,Konyaaltı/Arapsuyu,4+1
145.000 TL,Konyaaltı/Arapsuyu,5+1
45.000 TL,Muratpaşa/Meltem,2+1
45.000 TL,Aksu,1+1
75.000 TL,Muratpaşa/Lara,3+1
42.000 TL,Konyaaltı/Merkez,3+1
22.000 TL,Döşemealtı/Yeniköy,2+1
145.000 TL,KonyaaltıArapsuyu,3+1
25.000 TL,Döşemealtı/Yeniköy,2+1
250.000 TL,Muratpaşa/Fener,4+1
20.000 TL,Kepez/Düdenbaşı,1+1
35.000 TL,Döşemealtı/Yeşilbayır,3+1
28.000 TL,Kepez/Düdenbaşı,2+1
28.000 TL,Kepez/Ahatlı,2+1
25.000 TL,Kepez/Sütçüler,3+1
60.000 TL,Muratpaşa/Fener,3+1
85.000 TL,Muratpaşa/Fener,3+1
55.000 TL,Muratpaşa/Güzeloluk,3+1
85.000 TL,Muratpaşa/Lara,3+1
38.000 TL,Kepez/Ahatlı,3+1
19.000 TL,Kepez/Sütçüler,1+1
60.000 TL,Döşemealtı/Yeşilbayır,3+1
28.000 TL,Muratpaşa/Lara,1+1
45.000 TL,Muratpaşa/Meltem,1+1
75.000 TL,Muratpaşa/Fener,3+1
35.000 TL,Konyaaltı/Arapsuyu,2+0
32.500 TL,Konyaaltı/Arapsuyu,1+1
25.900 TL,MuratpaşaLara,2+1
42.000 TL,Konyaaltı/Arapsuyu,3+1
35.000 TL,Muratpaşa/Bahçelievler,2+1
75.000 TL,Muratpaşa/Lara,3+1
37.000 TL,Konyaaltı/Arapsuyu,3+1
25.900 TL,Aksu,1+1
56.000 TL,Muratpaşa/Lara,2+1
80.000 TL,Konyaaltı/Arapsuyu,4+1
28.500 TL,Kepez/Ahatlı,1+1
29.000 TL,Muratpaşa/Lara,2+1
33.000 TL,Kepez/Ahatlı,2+1
46.000 TL,Konyaaltı/Arapsuyu,3+1
65.000 TL,Konyaaltı/Arapsuyu,4+1
32.000 TL,Konyaaltı/Arapsuyu,1+1
30.000 TL,Aksu,3+1
25.000 TL,Döşemealtı/Merkez,3+1
55.000 TL,Muratpaşa/Güzeloluk,3+1
38.000 TL,Konyaaltı/Arapsuyu,2+1
40.000 TL,Muratpaşa/Bahçelievler,2+1
28.000 TL,Muratpaşa/Lara,1+1
40.500 TL,Konyaaltı/Arapsuyu,2+1
45.000 TL,Konyaaltı/Arapsuyu,3+1
18.000 TL,Kepez/Ahatlı,1+1
32.500 TL,Aksu,1+1
25.000 TL,Serik,2+1
22.500 TL,Döşemealtı/Yeniköy,2+1
22.000 TL,Serik,2+1
33.000 TL,Muratpaşa/Bahçelievler,1+1
27.000 TL,Serik,3+1
18.000 TL,Kepez/Yeniemek,2+1
43.000 TL,Muratpaşa/Lara,3+1
41.000 TL,Konyaaltı/Merkez,2+1
45.000 TL,Konyaaltı/Merkez,2+1
16.000 TL,Korkuteli,2+1
47.500 TL,Serik/Belek,3+1
60.000 TL,Konyaaltı/Arapsuyu,3+1
125.000 TL,Serik,2+1
20.000 TL,Korkuteli,3+1
28.500 TL,Muratpaşa/Bahçelievler,2+1
20.000 TL,Muratpaşa/Bahçelievler,1+1
125.000 TL,Muratpaşa/Fener,3+1
25.500 TL,Kepez/Erenköy,3+1
32.500 TL,Muratpaşa/Yenigün,2+1
40.000 TL,Muratpaşa/Lara,2+1
63.000 TL,Muratpaşa/Lara,4+1
30.000 TL,Muratpaşa/Fener,2+1
100.000 TL,Konyaaltı/Arapsuyu,4+1
28.000 TL,Kepez/Erenköy,2+1
19.000 TL,Korkuteli,3.5+1
27.000 TL,Muratpaşa/Eskisanayi,1+1
17.500 TL,Döşemealtı/Merkez,1+1
23.000 TL,Serik,3+1
50.000 TL,Serik/Köyler,4+1
23.000 TL,Muratpaşa/Eskisanayi,3+1
115.000 TL,Muratpaşa/Lara,4+1
20.000 TL,Korkuteli,3+1
26.000 TL,Kepez/Düdenbaşı,2+1
30.000 TL,Muratpaşa/Meltem,2+1
27.500 TL,Serik,3+1
60.000 TL,Muratpaşa/Fener,2+1
21.000 TL,Döşemealtı/Merkez,3+1
17.000 TL,Kepez/Erenköy,2+1
130.000 TL,Muratpaşa/Gençlik,3+1
26.000 TL,Döşemealtı/Yeniköy,2+1
28.000 TL,Döşemealtı/Yeniköy,2+1
61.000 TL,Konyaaltı/Arapsuyu,3+1
40.000 TL,Aksu,2+1
8.000 TL,Kepez/Ahatlı,Stüdyo (1+0)
8.000 TL,Kepez/Duraliler,Stüdyo (1+0)
16.000 TL,Döşemealtı/Yeniköy,1+1
53.000 TL,Muratpaşa/Fener,3+1
75.000 TL,Muratpaşa/Fener,3+1
30.000 TL,Muratpaşa/Yenigün,4+1
40.000 TL,Muratpaşa/Bahçelievler,3+1
24.000 TL,Muratpaşa/Meltem,1+1
65.000 TL,Konyaaltı/Arapsuyu,3+1
23.000 TL,Muratpaşa/Meltem,1+1
26.000 TL,Kepez/Duraliler,1+1
32.000 TL,Konyaaltı/Merkez,2+1
26.000 TL,Serik,3+1
15.000 TL,Korkuteli,3+1
40.000 TL,Muratpaşa/Kızıltoprak,2+1
22.500 TL,Döşemealtı/Yeniköy,2+1
24.000 TL,Kepez/Yeniemek,2+1
40.000 TL,Muratpaşa/Meltem,2+1
35.000 TL,Muratpaşa/Gençlik,1+1
15.000 TL,Aksu,1+1
21.000 TL,Kepez/Ahatlı,2+1
90.000 TL,Muratpaşa/Lara,1+1
55.000 TL,Muratpaşa/Bahçelievler,4+1
20.000 TL,Kepez/Varsak,2+1
80.000 TL,Muratpaşa/Fener,3+1
30.000 TL,Muratpaşa/Yenigün,3+1
45.000 TL,Muratpaşa/Güzeloluk,3+1
30.000 TL,Kepez/Erenköy,2+1
23.500 TL,Kepez/Erenköy,2+1
24.500 TL,Muratpaşa/Meltem,1+1
55.000 TL,Aksu,3+1
23.000 TL,Muratpaşa/Eskisanayi,1+1
15.000 TL,Döşemealtı/Yeniköy,2+1
25.000 TL,Muratpaşa/Bahçelievler,1+1
30.000 TL,Kepez/Sütçüler,2+1
44.000 TL,Muratpaşa/Fener,3+1
25.000 TL,Döşemealtı/Yeniköy,2+1
35.000 TL,Konyaaltı/Merkez,2+1
22.500 TL,Kepez/Dokuma,3+1
34.000 TL,Konyaaltı/Arapsuyu,1+1
80.000 TL,Muratpaşa/Bahçelievler,3+1
19.000 TL,Serik/Belek,1+1
36.000 TL,Muratpaşa/Bahçelievler,2+1
18.000 TL,Kepez/Erenköy,2+1
65.000 TL,Muratpaşa/Gençlik,3+1
25.000 TL,Kepez/Duraliler,2+1
40.000 TL,Muratpaşa/Lara,2+1
40.000 TL,Konyaaltı/Arapsuyu,3+1
45.000 TL,Serik/Köyler,4+1
25.000 TL,Serik,3+1
24.000 TL,Kepez/Düdenbaşı,2+1
25.000 TL,Kepez/Yeniemek,2+1
22.000 TL,Döşemealtı/Yeniköy,2+1
40.000 TL,Konyaaltı/Arapsuyu,1+1
30.000 TL,Konyaaltı/Arapsuyu,2+1
15.000 TL,Döşemealtı/Yeniköy,1+1
40.000 TL,Muratpaşa/Lara,3+1
28.000 TL,Kepez/Dokuma,2+1
65.000 TL,Döşemealtı/Yeşilbayır,4+1
34.500 TL,Muratpaşa/Lara,2+1
17.000 TL,Korkuteli,3+1
18.000 TL,Döşemealtı/Yeniköy,1+1
30.000 TL,Konyaaltı/Arapsuyu,1+1
16.000 TL,Korkuteli,3+1
25.000 TL,Serik,3+1
56.000 TL,Muratpaşa/Gençlik,3+1
45.000 TL,Konyaaltı/Merkez,3+1
28.000 TL,Kepez/Erenköy,2+1
35.000 TL,Kepez/Ahatlı,2+1
20.000 TL,Muratpaşa/Eskisanayi,2+1
22.000 TL,Döşemealtı/Yeniköy,2+1
36.000 TL,Muratpaşa/Eskisanayi,2+1
21.000 TL,Döşemealtı/Yeniköy,2+1
24.000 TL,Muratpaşa/Eskisanayi,2+1
13.000 TL,Kepez/Duraliler,Stüdyo (1+0)
30.000 TL,Kepez/Ahatlı,1+1
80.000 TL,Konyaaltı/Arapsuyu,4+1
50.000 TL,Muratpaşa/Fener,3+1
45.000 TL,Konyaaltı/Arapsuyu,4+1
60.000 TL,Konyaaltı/Arapsuyu,3+1
11.000 TL,Döşemealtı/Merkez,Stüdyo (1+0)
37.000 TL,Konyaaltı/Arapsuyu,2+1
30.000 TL,Serik,3+1
31.000 TL,Serik,3+1
20.000 TL,Elmalı,3+1
25.000 TL,Serik,2+1
30.000 TL,Konyaaltı/Merkez,2+1
25.000 TL,Kepez/Yeniemek,2+1
30.000 TL,Muratpaşa/Bahçelievler,2+1
17.000 TL,Kepez/Düdenbaşı,2+1
55.000 TL,Konyaaltı/Arapsuyu,4+1
55.000 TL,Konyaaltı/Arapsuyu,4+1
43.500 TL,Konyaaltı/Arapsuyu,2+1
60.000 TL,KonyaaltıArapsuyu,3+1
26.000 TL,Muratpaşa/Kızıltoprak,2+1
30.000 TL,Kepez/Dokuma,3+1
22.500 TL,Kepez/Ahatlı,1+1
35.000 TL,Muratpaşa/Yenigün,1+1
55.000 TL,Konyaaltı/Arapsuyu,3+1
35.000 TL,Konyaaltı/Arapsuyu,1+1
19.500 TL,Döşemealtı/Yeniköy,2+1
25.000 TL,Serik,2+1
44.000 TL,Konyaaltı/Merkez,3+1
14.999 TL,Kepez/Erenköy,1+1
60.000 TL,Konyaaltı/Merkez,3+1
32.000 TL,Muratpaşa/Meltem,3+1
39.500 TL,Konyaaltı/Arapsuyu,2+1
25.000 TL,Muratpaşa/Eskisanayi,2+1
25.000 TL,Döşemealtı/Yeniköy,2+1
24.000 TL,Serik,2+1
35.000 TL,Kepez/Ahatlı,3+1
30.000 TL,Kepez/Yeniemek,3+1
33.000 TL,Muratpaşa/Eskisanayi,3+1
23.000 TL,Serik,2+1
24.000 TL,Muratpaşa/Eskisanayi,3+1
50.000 TL,Muratpaşa/Yenigün,2+1
39.500 TL,Konyaaltı/Arapsuyu,1+1
11.000 TL,Kepez/Duraliler,Stüdyo (1+0)
45.000 TL,Konyaaltı/Arapsuyu,2+1
38.000 TL,Konyaaltı/Merkez,2+1
55.000 TL,Muratpaşa/Bahçelievler,4+1
77.000 TL,Muratpaşa/Lara,3+1
37.000 TL,Muratpaşa/Yenigün,2+1
30.000 TL,Muratpaşa/Bahçelievler,1+1
49.000 TL,Konyaaltı/Arapsuyu,4+1
45.000 TL,Konyaaltı/Arapsuyu,4+1
25.500 TL,Serik,2+1
59.000 TL,Muratpaşa/Lara,3+1
30.000 TL,Serik,3+1
20.000 TL,Kepez/Ahatlı,1+1
25.000 TL,Muratpaşa/Bahçelievler,1+1
30.000 TL,Serik,3+1
37.000 TL,Muratpaşa/Gençlik,2+1
