Unnamed: 0,District,Rooms,Price,PriceInt
3682,Karabağlar,2+1,20.000 TL,20000
3683,Tire,1+1,20.000 TL,20000
3684,Buca,3+1,20.000 TL,20000
3685,Tire,1+1,20.000 TL,20000
3686,Bornova,3+1,20.000 TL,20000
3687,Buca,1+1,20.000 TL,20000
3688,Bergama,2+1,20.000 TL,20000
3689,Torbalı,1+1,20.000 TL,20000
3690,Bornova,1+1,20.000 TL,20000
3691,Buca,1+1,20.000 TL,20000
3692,Buca,3+1,20.000 TL,20000
3693,Buca,2+1,20.000 TL,20000
3694,Buca,2+1,20.000 TL,20000
3695,Menemen,2+1,20.000 TL,20000
3696,Buca,2+1,20.000 TL,20000
3697,Kemalpaşa,2+1,20.000 TL,20000
3698,Menemen,1+1,20.000 TL,20000
3699,Çiğli,1+1,20.000 TL,20000
3700,Menemen,2+1,20.000 TL,20000
3701,Bornova,3+1,20.000 TL,20000
3702,Karşıyaka,2+1,20.000 TL,20000
3703,Torbalı,2+1,20.000 TL,20000
3704,Buca,2+1,20.000 TL,20000
3705,Karaburun,1+1,20.000 TL,20000
3706,Karabağlar,2+1,20.000 TL,20000
3707,Bornova,Stüdyo (1+0),20.000 TL,20000
3708,Menemen,3+1,20.000 TL,20000
3709,Buca,3+1,20.000 TL,20000
3710,Konak,2+1,20.000 TL,20000
3711,Bayraklı,2+1,20.000 TL,20000
3712,Torbalı,2+1,20.000 TL,20000
3713,Menemen,1+1,20.000 TL,20000
3714,Buca,2+0,20.000 TL,20000
3715,Karabağlar,2+1,20.000 TL,20000
3716,Menemen,1+1,20.000 TL,20000
3717,Konak,2+1,20.000 TL,20000
3718,Bergama,2+1,20.000 TL,20000
3719,Buca,2+1,20.000 TL,20000
3720,Buca,1+1,20.000 TL,20000
3721,Torbalı,2+1,20.000 TL,20000
3722,Menemen,1+1,20.000 TL,20000
3723,Buca,1+1,20.000 TL,20000
3724,Çiğli,3+1,20.000 TL,20000
3725,Torbalı,2+1,20.000 TL,20000
3726,Buca,1+1,20.000 TL,20000
3727,Ödemiş,4+1,20.000 TL,20000
3728,Konak,2+1,20.000 TL,20000
3729,Bornova,3+1,20.000 TL,20000
3730,Balçova,2+1,20.000 TL,20000
3731,Karşıyaka,2+1,20.000 TL,20000
3732,Karabağlar,2+1,20.000 TL,20000
3733,Buca,1+1,20.000 TL,20000
3734,Torbalı,3+1,20.000 TL,20000
3735,Ödemiş,3+1,20.000 TL,20000
3736,Bornova,2+1,20.000 TL,20000
3737,Çiğli,1+1,20.000 TL,20000
3738,Buca,2+1,20.000 TL,20000
3739,Torbalı,2+1,20.000 TL,20000
3740,Karşıyaka,1+1,20.000 TL,20000
3741,Buca,1+1,20.000 TL,20000
3742,Foça,2+1,20.000 TL,20000
3743,Menemen,2+1,20.000 TL,20000
3744,Karabağlar,2+1,20.000 TL,20000
3745,Bornova,3+1,20.000 TL,20000
3746,Torbalı,3+1,20.000 TL,20000
3747,Menemen,2+1,20.000 TL,20000
3748,Buca,2+1,20.000 TL,20000
3749,Konak,1+1,20.000 TL,20000
3750,Buca,2+1,20.000 TL,20000
3751,Menemen,2+1,20.000 TL,20000
3752,Buca,1+1,20.000 TL,20000
3753,Buca,2+1,20.000 TL,20000
3754,Buca,2+1,20.000 TL,20000
3755,Tire,1+1,20.000 TL,20000
3756,Buca,2+1,20.000 TL,20000
3757,Seferihisar,1+1,20.000 TL,20000
3758,Buca,3+1,20.000 TL,20000
3759,Buca,1+1,20.000 TL,20000
3760,Bornova,3+1,20.000 TL,20000
3761,Ödemiş,3+1,20.000 TL,20000
3762,Çiğli,1+1,20.000 TL,20000
3763,Karabağlar,3+1,20.000 TL,20000
3764,Buca,2+1,20.000 TL,20000
3765,Torbalı,2+1,20.000 TL,20000
3766,Buca,1+1,20.000 TL,20000
3767,Çiğli,3+1,20.000 TL,20000
3768,Ödemiş,Stüdyo (1+0),20.000 TL,20000
3769,Bergama,3+1,20.000 TL,20000
3770,Buca,2+0,20.000 TL,20000
3771,Karşıyaka,1+1,20.000 TL,20000
3772,Buca,1+1,20.000 TL,20000
3773,Bornova,Stüdyo (1+0),20.000 TL,20000
3774,Konak,1+1,20.000 TL,20000
3775,Dikili,2+1,20.000 TL,20000
3776,Torbalı,2+1,20.000 TL,20000
3777,Tire,3+1,20.000 TL,20000
3778,Torbalı,3+1,20.000 TL,20000
3779,Konak,2+1,20.000 TL,20000
3780,Karabağlar,2+1,20.000 TL,20000
3781,Karşıyaka,3+1,20.000 TL,20000
3782,Buca,2+1,20.000 TL,20000
3783,Karşıyaka,1+1,20.000 TL,20000
3784,Torbalı,1+1,20.000 TL,20000
3785,Çiğli,1+1,20.000 TL,20000
3786,Seferihisar,1+1,20.000 TL,20000
3787,Buca,2+1,20.000 TL,20000
3788,Buca,1+1,20.000 TL,20000
3789,Karşıyaka,2+1,20.000 TL,20000
3790,Çiğli,1+1,20.000 TL,20000
3791,Karşıyaka,3+1,20.000 TL,20000
3792,Konak,3+1,20.000 TL,20000
3793,Karabağlar,3+1,20.000 TL,20000
3794,Buca,3+1,20.000 TL,20000
3795,Bayraklı,1+1,20.000 TL,20000
3796,Menemen,1+1,20.000 TL,20000
3797,Buca,2+1,20.000 TL,20000
3798,Bayraklı,3+1,20.000 TL,20000
3799,Dikili,1+1,20.000 TL,20000
3800,Buca,2+1,20.000 TL,20000
3801,Ödemiş,2+1,20.000 TL,20000
3802,Konak,2+1,20.000 TL,20000
3803,Menemen,1+1,20.000 TL,20000
3804,Buca,2+1,20.000 TL,20000
3805,Torbalı,2+1,20.000 TL,20000
3806,Tire,1+1,20.000 TL,20000
3807,Karabağlar,Stüdyo (1+0),20.000 TL,20000
3808,Karabağlar,2+1,20.000 TL,20000
3809,Karabağlar,2+1,20.000 TL,20000
3810,Buca,2+0,20.000 TL,20000
3811,Buca,2+1,20.000 TL,20000
3812,Menemen,1+1,20.000 TL,20000
3813,Bergama,2+1,20.000 TL,20000
3814,Konak,2+1,20.000 TL,20000
3815,Buca,1+1,20.000 TL,20000
3816,Torbalı,1+1,20.000 TL,20000
3817,Karabağlar,2+1,20.000 TL,20000
3818,Karabağlar,3+1,20.000 TL,20000
3819,Menemen,3+1,20.000 TL,20000
3820,Buca,2+1,20.000 TL,20000
3821,Menemen,2+1,20.000 TL,20000
3822,Buca,1+1,20.000 TL,20000
3823,Bornova,2+1,20.000 TL,20000
3824,Tire,2+1,20.000 TL,20000
3825,Buca,1+1,20.000 TL,20000
3826,Menemen,1+1,20.000 TL,20000
3827,Karşıyaka,3+1,20.000 TL,20000
3828,Çiğli,3+1,20.000 TL,20000
3829,Karabağlar,1+1,20.000 TL,20000
3830,Buca,1+1,20.000 TL,20000
3831,Menemen,2+1,20.000 TL,20000
3832,Buca,1+1,20.000 TL,20000
3833,Karabağlar,2+1,20.000 TL,20000
3834,Buca,1+1,20.000 TL,20000
3835,Buca,2+1,20.000 TL,20000
3836,Buca,1+1,20.000 TL,20000
3837,Buca,1+1,20.000 TL,20000
3838,Aliağa,1+1,20.000 TL,20000
3839,Bornova,3+1,20.000 TL,20000
3840,Selçuk,2+1,20.000 TL,20000
3841,Bornova,3+1,20.000 TL,20000
3842,Karabağlar,3+1,20.000 TL,20000
3843,Bergama,3+1,20.000 TL,20000
3844,Seferihisar,1+1,20.000 TL,20000
3845,Buca,1+1,20.000 TL,20000
3846,Menemen,2+1,20.000 TL,20000
3847,Bornova,2+1,20.000 TL,20000
3848,Karabağlar,2+1,20.000 TL,20000
3849,Bergama,1+1,20.000 TL,20000
3850,Torbalı,2+1,20.000 TL,20000
3851,Bornova,2+1,20.000 TL,20000
3852,Çiğli,1+1,20.000 TL,20000
3853,Karabağlar,2+1,20.000 TL,20000
3854,Bergama,2+1,20.000 TL,20000
3855,Buca,3+1,20.000 TL,20000
3856,Menemen,2+1,20.000 TL,20000
3857,Torbalı,3+1,20.000 TL,20000
3858,Buca,2+1,20.000 TL,20000
3859,Menemen,2+1,20.000 TL,20000
3860,Konak,1+1,20.000 TL,20000
3861,Buca,1+1,20.000 TL,20000
3862,Bergama,3+1,20.000 TL,20000
3863,Bayraklı,2+1,20.000 TL,20000
3864,Bornova,1+1,20.000 TL,20000
3865,Çiğli,Stüdyo (1+0),20.000 TL,20000
3866,Bergama,2+1,20.000 TL,20000
3867,Bayraklı,3+1,20.000 TL,20000
3868,Çiğli,2+1,20.000 TL,20000
3869,Bayraklı,2+1,20.000 TL,20000
3870,Buca,2+0,20.000 TL,20000
3871,Bornova,2+1,20.000 TL,20000
3872,Menemen,2+1,20.000 TL,20000
3873,Torbalı,2+1,20.000 TL,20000
3874,Çiğli,1+1,20.000 TL,20000
3875,Buca,1+1,20.000 TL,20000
3876,Bergama,2+1,20.000 TL,20000
3877,Bergama,1+1,20.000 TL,20000
3878,Menemen,2+1,20.000 TL,20000
3879,Çeşme,2+1,20.000 TL,20000
3880,Konak,2+1,20.000 TL,20000
3881,Menemen,1+1,20.000 TL,20000
3882,Konak,2+1,20.000 TL,20000
3883,Menemen,2+1,20.000 TL,20000
3884,Buca,1+1,20.000 TL,20000
3885,Çiğli,3+1,20.000 TL,20000
3886,Buca,2+1,20.000 TL,20000
3887,Buca,1+1,20.000 TL,20000
3888,Menemen,3+1,20.000 TL,20000
3889,Bornova,2+1,20.000 TL,20000
3890,Buca,1+1,20.000 TL,20000
3891,Bergama,2+1,20.000 TL,20000
3892,Menemen,3+1,20.000 TL,20000
3893,Menderes,2+1,20.000 TL,20000
3894,Konak,2+1,20.000 TL,20000
3895,Selçuk,3+1,20.000 TL,20000
3896,Konak,2+1,20.000 TL,20000
3897,Buca,2+1,20.000 TL,20000
3898,Buca,2+1,20.000 TL,20000
3899,Buca,1+1,20.000 TL,20000
3900,Buca,2+1,20.000 TL,20000
3901,Buca,1+1,20.000 TL,20000
3902,Bornova,1+1,20.000 TL,20000
3903,Buca,2+1,20.000 TL,20000
3904,Konak,2+1,20.000 TL,20000
3905,Bayraklı,2+1,20.000 TL,20000
3906,Bergama,2+1,20.000 TL,20000
3907,Menemen,3+1,20.000 TL,20000
3908,Buca,2+1,20.000 TL,20000
3909,Gaziemir,3+1,20.000 TL,20000
3910,Çiğli,1+1,20.000 TL,20000
3911,Torbalı,1+1,20.000 TL,20000
3912,Buca,3+1,20.000 TL,20000
3913,Seferihisar,1+1,20.000 TL,20000
3914,Bornova,1+1,20.000 TL,20000
3915,Torbalı,3+1,20.000 TL,20000
3916,Çiğli,1+1,20.000 TL,20000
3917,Menemen,3+1,20.000 TL,20000
3918,Buca,1+1,20.000 TL,20000
3919,Karabağlar,3+1,20.000 TL,20000
3920,Buca,3+1,20.000 TL,20000
3921,Bergama,2+1,20.000 TL,20000
3922,Menemen,2+1,20.000 TL,20000
3923,Çiğli,Stüdyo (1+0),20.000 TL,20000
3924,Torbalı,2+1,20.000 TL,20000
3925,Torbalı,2+1,20.000 TL,20000
3926,Bornova,2+1,20.000 TL,20000
3927,Bornova,2+1,20.000 TL,20000
3928,Çiğli,1+1,20.000 TL,20000
3929,Buca,1+1,20.000 TL,20000
3930,Torbalı,3+1,20.000 TL,20000
3931,Karabağlar,2+1,20.000 TL,20000
3932,Urla,1+1,20.000 TL,20000
3933,Çiğli,3+1,20.000 TL,20000
3934,Karabağlar,2+1,20.000 TL,20000
3935,Konak,3+1,20.000 TL,20000
3936,Bayraklı,3+1,20.000 TL,20000
3937,Buca,1+1,20.000 TL,20000
3938,Çiğli,1+1,20.000 TL,20000
3939,Torbalı,2+1,20.000 TL,20000
3940,Torbalı,3+1,20.000 TL,20000
3941,Torbalı,1+1,20.000 TL,20000
3942,Bayraklı,2+1,20.000 TL,20000
3943,Seferihisar,1+1,20.000 TL,20000
3944,Bornova,3+1,20.000 TL,20000
3945,Menemen,1+1,20.000 TL,20000
3946,Torbalı,3+1,20.000 TL,20000
3947,Karşıyaka,3+1,20.000 TL,20000
3948,Tire,2+1,20.000 TL,20000
3949,Aliağa,3+1,20.000 TL,20000
3950,Karabağlar,3+1,20.000 TL,20000
3951,Balçova,Stüdyo (1+0),20.000 TL,20000
3952,Buca,1+1,20.000 TL,20000
3953,Buca,1+1,20.000 TL,20000
3954,Buca,1+1,20.000 TL,20000
3955,Menemen,1+1,20.000 TL,20000
3956,Torbalı,3+1,20.000 TL,20000
3957,Buca,2+1,20.000 TL,20000
3958,Buca,1+1,20.000 TL,20000
3959,Bergama,2+1,20.000 TL,20000
3960,Torbalı,1+1,20.000 TL,20000
3961,Buca,2+1,20.000 TL,20000
3962,Bornova,1+1,20.000 TL,20000
3963,Menemen,2+1,20.000 TL,20000
3964,Karabağlar,2+1,20.000 TL,20000
3965,Buca,1+1,20.000 TL,20000
3966,Karabağlar,2+1,20.000 TL,20000
3967,Buca,1+1,20.000 TL,20000
3968,Çiğli,2+1,20.000 TL,20000
3969,Karşıyaka,3+1,20.000 TL,20000
3970,Karabağlar,2+1,20.000 TL,20000
3971,Çiğli,Stüdyo (1+0),20.000 TL,20000
3972,Çiğli,3+1,20.000 TL,20000
3973,Torbalı,Stüdyo (1+0),20.000 TL,20000
3974,Karabağlar,2+1,20.000 TL,20000
3975,Çiğli,1+1,20.000 TL,20000
3976,Ödemiş,2+1,20.000 TL,20000
3977,Buca,2+1,20.000 TL,20000
3978,Buca,2+1,20.000 TL,20000
3979,Karabağlar,2+1,20.000 TL,20000
3980,Karabağlar,2+1,20.000 TL,20000
3981,Bornova,1+1,20.000 TL,20000
3982,Buca,1+1,20.000 TL,20000
3983,Çiğli,3+1,20.000 TL,20000
3984,Buca,2+1,20.000 TL,20000
3985,Karabağlar,2+1,20.000 TL,20000
3986,Buca,2+1,20.000 TL,20000
3987,Buca,1+1,20.000 TL,20000
3988,Buca,2+1,20.000 TL,20000
3989,Selçuk,2+1,20.000 TL,20000
3990,Buca,1+1,20.000 TL,20000
3991,Torbalı,3+1,20.000 TL,20000
3992,Bornova,3+1,20.000 TL,20000
3993,Karabağlar,2+1,20.150 TL,20150
3994,Menemen,1+1,20.250 TL,20250
3995,Çiğli,2+1,20.250 TL,20250
3996,Karabağlar,3+1,20.200 TL,20200
3997,Buca,1+1,20.250 TL,20250
3998,Çiğli,1+1,20.250 TL,20250
3999,Çiğli,1+1,20.250 TL,20250
4000,Buca,2+1,20.250 TL,20250
4001,Bornova,Stüdyo (1+0),20.250 TL,20250
4002,Çiğli,1+1,20.177 TL,20177
4003,Bergama,2+1,20.500 TL,20500
4004,Karabağlar,1+1,20.500 TL,20500
4005,Buca,1+1,20.500 TL,20500
4006,Ödemiş,1+1,20.500 TL,20500
4007,Ödemiş,2+1,20.500 TL,20500
4008,Menemen,2+1,20.500 TL,20500
4009,Torbalı,2+1,20.500 TL,20500
4010,Kemalpaşa,3+1,20.500 TL,20500
4011,Menderes,1+1,20.500 TL,20500
4012,Buca,1+1,20.500 TL,20500
4013,Bayraklı,2+1,20.350 TL,20350
4014,Buca,3+1,20.500 TL,20500
4015,Torbalı,2+1,20.500 TL,20500
4016,Menemen,1+1,20.500 TL,20500
4017,Bergama,3+1,20.500 TL,20500
4018,Buca,2+1,20.500 TL,20500
4019,Çiğli,1+1,20.500 TL,20500
4020,Çiğli,1+1,20.500 TL,20500
4021,Torbalı,2+1,20.500 TL,20500
4022,Buca,1+1,20.500 TL,20500
4023,Torbalı,2+1,20.500 TL,20500
4024,Bayraklı,2+1,20.500 TL,20500
4025,Menemen,1+1,20.500 TL,20500
4026,Menemen,2+1,20.500 TL,20500
4027,Torbalı,3+1,20.500 TL,20500
4028,Karabağlar,2+1,20.500 TL,20500
4029,Çiğli,3+1,20.500 TL,20500
4030,Aliağa,3+1,20.500 TL,20500
4031,Buca,2+1,20.500 TL,20500
4032,Gaziemir,1+1,20.500 TL,20500
4033,Konak,1+1,20.500 TL,20500
4034,Bornova,3+1,20.500 TL,20500
4035,Bergama,3+1,20.500 TL,20500
4036,Torbalı,2+1,20.500 TL,20500
4037,Bornova,1+1,20.500 TL,20500
4038,Seferihisar,1+1,20.500 TL,20500
4039,Bornova,Stüdyo (1+0),20.500 TL,20500
4040,Torbalı,3+1,20.500 TL,20500
4041,Buca,1+1,20.500 TL,20500
4042,Çiğli,1+1,20.500 TL,20500
4043,Buca,1+1,20.500 TL,20500
4044,Narlıdere,2+1,20.500 TL,20500
4045,Çiğli,1+1,20.500 TL,20500
4046,Torbalı,2+1,20.500 TL,20500
4047,Buca,1+1,20.500 TL,20500
4048,Menemen,1+1,20.500 TL,20500
4049,Menemen,2+1,20.500 TL,20500
4050,Buca,1+1,20.500 TL,20500
4051,Buca,2+1,20.500 TL,20500
4052,Torbalı,2+1,20.500 TL,20500
4053,Torbalı,2+1,20.500 TL,20500
4054,Çiğli,2+1,20.500 TL,20500
4055,Buca,1+1,20.500 TL,20500
4056,Bergama,2+1,20.500 TL,20500
4057,Kemalpaşa,2+1,20.500 TL,20500
4058,Menemen,2+1,20.500 TL,20500
4059,Karabağlar,3+1,20.500 TL,20500
4060,Çiğli,1+1,20.500 TL,20500
4061,Çiğli,2+1,20.500 TL,20500
4062,Çiğli,1+1,20.500 TL,20500
4063,Menemen,2+1,20.500 TL,20500
4064,Buca,1+1,20.500 TL,20500
4065,Buca,1+1,20.500 TL,20500
4066,Bornova,2+1,20.500 TL,20500
4067,Bornova,3+1,20.500 TL,20500
4068,Konak,2+1,20.500 TL,20500
4069,Menemen,3+1,20.500 TL,20500
4070,Menemen,2+1,20.500 TL,20500
4071,Ödemiş,3+1,20.500 TL,20500
4072,Aliağa,1+1,20.500 TL,20500
4073,Torbalı,2+1,20.500 TL,20500
4074,Bornova,2+1,20.500 TL,20500
4075,Çiğli,3+1,20.500 TL,20500
4076,Seferihisar,2+1,20.500 TL,20500
4077,Konak,2+1,20.500 TL,20500
4078,Torbalı,2+1,20.500 TL,20500
4079,Menemen,1+1,20.500 TL,20500
4080,Çiğli,1+1,21.000 TL,21000
4081,Çiğli,1+1,21.000 TL,21000
4082,Buca,2+1,21.000 TL,21000
4083,Karabağlar,2+1,21.000 TL,21000
4084,Bayraklı,1+1,21.000 TL,21000
4085,Torbalı,3+1,21.000 TL,21000
4086,Buca,1+1,21.000 TL,21000
4087,Bergama,3+1,21.000 TL,21000
4088,Buca,1+1,21.000 TL,21000
4089,Konak,2+1,21.000 TL,21000
4090,Buca,2+1,21.000 TL,21000
4091,Karabağlar,3+1,21.000 TL,21000
4092,Buca,2+1,21.000 TL,21000
4093,Çiğli,1+1,21.000 TL,21000
4094,Seferihisar,2+1,21.000 TL,21000
4095,Menderes,1+1,21.000 TL,21000
4096,Gaziemir,2+1,21.000 TL,21000
4097,Buca,2+1,21.000 TL,21000
4098,Çiğli,1+1,21.000 TL,21000
4099,Bayraklı,2+1,21.000 TL,21000
4100,Buca,1+1,21.000 TL,21000
4101,Buca,1+1,21.000 TL,21000
4102,Bornova,3+1,21.000 TL,21000
4103,Buca,2+0,21.000 TL,21000
4104,Buca,2+1,21.000 TL,21000
4105,Menemen,2+1,21.000 TL,21000
4106,Buca,1+1,21.000 TL,21000
4107,Çiğli,3+1,21.000 TL,21000
4108,Konak,2+1,21.000 TL,21000
4109,Konak,2+1,21.000 TL,21000
4110,Buca,1+1,21.000 TL,21000
4111,Çiğli,1+1,21.000 TL,21000
4112,Bornova,3+1,21.000 TL,21000
4113,Bornova,2+1,21.000 TL,21000
4114,Torbalı,2+1,21.000 TL,21000
4115,Seferihisar,2+1,21.000 TL,21000
4116,Buca,2+1,21.000 TL,21000
4117,Foça,1+1,21.000 TL,21000
4118,Bergama,2+1,21.000 TL,21000
4119,Torbalı,2+1,21.000 TL,21000
4120,Bergama,2+1,21.000 TL,21000
4121,Karabağlar,2+1,21.000 TL,21000
4122,Konak,2+1,21.000 TL,21000
4123,Buca,1+1,21.000 TL,21000
4124,Seferihisar,2+1,21.000 TL,21000
4125,Bornova,2+1,20.850 TL,20850
4126,Buca,1+1,21.000 TL,21000
4127,Buca,1+1,21.000 TL,21000
4128,Menemen,3+1,21.000 TL,21000
4129,Menemen,3+1,21.000 TL,21000
4130,Çiğli,2+1,21.000 TL,21000
4131,Buca,1+1,21.000 TL,21000
4132,Karabağlar,2+1,21.000 TL,21000
4133,Karabağlar,2+1,21.000 TL,21000
4134,Bergama,2+1,21.000 TL,21000
4135,Buca,1+1,21.000 TL,21000
4136,Bornova,Stüdyo (1+0),21.000 TL,21000
4137,Buca,2+1,21.000 TL,21000
4138,Bornova,2+1,21.000 TL,21000
4139,Seferihisar,1+1,21.000 TL,21000
4140,Torbalı,2+1,21.000 TL,21000
4141,Bornova,2+1,21.000 TL,21000
4142,Karşıyaka,3+1,21.000 TL,21000
4143,Karşıyaka,3+1,21.000 TL,21000
4144,Buca,1+1,21.000 TL,21000
4145,Karabağlar,2+1,21.000 TL,21000
4146,Bayraklı,2+1,21.000 TL,21000
4147,Menemen,3+1,21.000 TL,21000
4148,Kemalpaşa,3+1,21.000 TL,21000
4149,Buca,2+1,21.000 TL,21000
4150,Buca,1+1,21.000 TL,21000
4151,Torbalı,3+1,21.000 TL,21000
4152,Karabağlar,2+1,21.000 TL,21000
4153,Torbalı,2+1,21.000 TL,21000
4154,Karşıyaka,2+1,21.000 TL,21000
4155,Menderes,3+1,21.000 TL,21000
4156,Buca,3+1,21.000 TL,21000
4157,Torbalı,2+1,21.000 TL,21000
4158,Bayraklı,2+1,21.000 TL,21000
4159,Menemen,1+1,21.000 TL,21000
4160,Menemen,2+1,21.000 TL,21000
4161,Gaziemir,2+1,21.000 TL,21000
4162,Kemalpaşa,3+1,21.000 TL,21000
4163,Çiğli,1+1,21.000 TL,21000
4164,Çiğli,1+1,20.700 TL,20700
4165,Bornova,2+1,21.000 TL,21000
4166,Karabağlar,2+1,21.000 TL,21000
4167,Çiğli,1+1,21.000 TL,21000
4168,Çiğli,1+1,21.000 TL,21000
4169,Buca,1+1,21.000 TL,21000
4170,Seferihisar,2+1,21.000 TL,21000
4171,Foça,1+1,21.000 TL,21000
4172,Buca,1+1,21.000 TL,21000
4173,Bornova,1+1,21.000 TL,21000
4174,Menemen,2+1,21.000 TL,21000
4175,Bergama,2+1,21.000 TL,21000
4176,Dikili,2+1,21.000 TL,21000
4177,Çiğli,1+1,21.000 TL,21000
4178,Buca,1+1,20.750 TL,20750
4179,Tire,3+1,21.000 TL,21000
4180,Tire,1+1,21.000 TL,21000
4181,Menderes,2+1,21.000 TL,21000
4182,Buca,2+1,21.000 TL,21000
4183,Bergama,2+1,21.000 TL,21000
4184,Foça,2+1,21.000 TL,21000
4185,Bergama,2+1,21.000 TL,21000
4186,Karabağlar,1+1,21.000 TL,21000
4187,Seferihisar,1+1,21.000 TL,21000
4188,Torbalı,2+1,21.000 TL,21000
4189,Karabağlar,2+1,21.000 TL,21000
4190,Tire,2+1,21.000 TL,21000
4191,Menemen,3+1,21.000 TL,21000
4192,Ödemiş,3+1,21.000 TL,21000
4193,Ödemiş,2+1,21.000 TL,21000
4194,Kemalpaşa,2+1,21.000 TL,21000
4195,Seferihisar,3+1,21.000 TL,21000
4196,Torbalı,2+1,21.000 TL,21000
4197,Buca,2+1,21.000 TL,21000
4198,Torbalı,3+1,21.000 TL,21000
4199,Karşıyaka,2+1,21.000 TL,21000
4200,Bergama,3+1,21.000 TL,21000
4201,Buca,1+1,21.000 TL,21000
4202,Torbalı,2+1,21.000 TL,21000
4203,Buca,1+1,21.000 TL,21000
4204,Karşıyaka,2+1,21.000 TL,21000
4205,Buca,1+1,21.000 TL,21000
4206,Buca,1+1,21.000 TL,21000
4207,Buca,2+1,21.000 TL,21000
4208,Menemen,2+1,21.000 TL,21000
4209,Seferihisar,2+1,21.000 TL,21000
4210,Menemen,3+1,21.000 TL,21000
4211,Torbalı,2+1,21.000 TL,21000
4212,Kemalpaşa,3+1,21.000 TL,21000
4213,Bayraklı,2+1,21.000 TL,21000
4214,Buca,2+1,21.000 TL,21000
4215,Seferihisar,1+1,21.000 TL,21000
4216,Çiğli,1+1,21.000 TL,21000
4217,Torbalı,2+1,21.000 TL,21000
4218,Kemalpaşa,1+1,21.000 TL,21000
4219,Çiğli,1+1,21.000 TL,21000
4220,Karabağlar,2+1,21.000 TL,21000
4221,Menemen,2+1,21.000 TL,21000
4222,Konak,1+1,21.000 TL,21000
4223,Buca,3+1,21.000 TL,21000
4224,Konak,2+1,21.000 TL,21000
4225,Bergama,2+1,21.000 TL,21000
4226,Menemen,1+1,21.000 TL,21000
4227,Torbalı,2+1,21.000 TL,21000
4228,Torbalı,2+1,21.000 TL,21000
4229,Buca,1+1,21.000 TL,21000
4230,Seferihisar,2+1,21.000 TL,21000
4231,Karşıyaka,1+1,21.000 TL,21000
4232,Bergama,2+1,21.000 TL,21000
4233,Bayraklı,1+1,21.000 TL,21000
4234,Seferihisar,2+1,21.000 TL,21000
4235,Urla,2+1,21.000 TL,21000
4236,Menemen,2+1,21.000 TL,21000
4237,Buca,1+1,21.000 TL,21000
4238,Çiğli,2+1,21.000 TL,21000
4239,Çiğli,1+1,21.000 TL,21000
4240,Torbalı,1+1,21.000 TL,21000
4241,Aliağa,2+1,21.000 TL,21000
4242,Torbalı,2+1,21.000 TL,21000
4243,Buca,2+1,21.000 TL,21000
4244,Bayraklı,2+1,21.000 TL,21000
4245,Aliağa,1+1,21.000 TL,21000
4246,Buca,1+1,21.000 TL,21000
4247,Buca,1+1,21.000 TL,21000
4248,Menemen,2+1,21.000 TL,21000
4249,Menemen,2+1,21.000 TL,21000
4250,Buca,1+1,21.000 TL,21000
4251,Çiğli,1+1,21.000 TL,21000
4252,Çiğli,1+1,21.000 TL,21000
4253,Ödemiş,3+1,21.000 TL,21000
4254,Bergama,2+1,21.000 TL,21000
4255,Bayraklı,2+1,21.000 TL,21000
4256,Buca,2+1,21.000 TL,21000
4257,Buca,1+1,21.000 TL,21000
4258,Buca,1+1,21.000 TL,21000
4259,Bornova,2+1,21.000 TL,21000
4260,Ödemiş,2+1,21.000 TL,21000
4261,Karşıyaka,2+1,21.000 TL,21000
4262,Gaziemir,2+1,21.000 TL,21000
4263,Balçova,Stüdyo (1+0),21.000 TL,21000
4264,Bornova,3+1,21.000 TL,21000
4265,Çiğli,1+1,21.000 TL,21000
4266,Bayraklı,3+1,21.000 TL,21000
4267,Çiğli,3+1,21.000 TL,21000
4268,Torbalı,3+1,21.000 TL,21000
4269,Bornova,2+1,21.006 TL,21006
4270,Çiğli,1+1,21.000 TL,21000
4271,Torbalı,1+1,21.000 TL,21000
4272,Menemen,2+1,21.000 TL,21000
4273,Menemen,2+1,21.000 TL,21000
4274,Bornova,2+1,21.000 TL,21000
4275,Menemen,2+1,21.000 TL,21000
4276,Dikili,2+1,21.000 TL,21000
4277,Çiğli,1+1,21.000 TL,21000
4278,Aliağa,3+1,21.000 TL,21000
4279,Menemen,1+1,21.000 TL,21000
4280,Buca,1+1,21.000 TL,21000
4281,Buca,1+1,21.000 TL,21000
4282,Bergama,2+1,21.000 TL,21000
4283,Buca,1+1,21.000 TL,21000
4284,Torbalı,2+1,21.000 TL,21000
4285,Ödemiş,3+1,21.000 TL,21000
4286,Buca,1+1,21.000 TL,21000
4287,Buca,2+1,21.000 TL,21000
4288,Menemen,2+0,21.000 TL,21000
4289,Buca,1+1,21.000 TL,21000
4290,Menemen,1+1,21.000 TL,21000
4291,Buca,1+1,21.000 TL,21000
4292,Çiğli,2+1,21.000 TL,21000
4293,Menemen,3+1,21.000 TL,21000
4294,Bergama,3+1,21.000 TL,21000
4295,Konak,2+1,21.000 TL,21000
4296,Buca,1+1,21.000 TL,21000
4297,Buca,1+1,21.000 TL,21000
4298,Buca,2+1,21.000 TL,21000
4299,Menemen,2+1,21.000 TL,21000
4300,Buca,1+1,21.000 TL,21000
4301,Bornova,1+1,21.000 TL,21000
