Unnamed: 0,District,Rooms,Price,PriceInt
13299,Karşıyaka,3+1,36.500 TL,36500
13300,Karşıyaka,3+1,37.000 TL,37000
13301,Karşıyaka,2+1,37.000 TL,37000
13302,Torbalı,3+1,37.000 TL,37000
13303,Menemen,3+1,37.000 TL,37000
13304,Aliağa,2+1,37.000 TL,37000
13305,Bornova,Stüdyo (1+0),37.000 TL,37000
13306,Bayraklı,4+1,37.000 TL,37000
13307,Gaziemir,3+1,37.000 TL,37000
13308,Balçova,3+1,37.000 TL,37000
13309,Foça,3+1,37.000 TL,37000
13310,Karşıyaka,2+1,36.500 TL,36500
13311,Karşıyaka,3.5+1,36.500 TL,36500
13312,Karşıyaka,1+1,37.000 TL,37000
13313,Karşıyaka,3+1,37.000 TL,37000
13314,Karşıyaka,3+1,36.500 TL,36500
13315,Torbalı,2+1,37.000 TL,37000
13316,Buca,3+1,37.000 TL,37000
13317,Karabağlar,3+1,37.000 TL,37000
13318,Çeşme,2+1,37.000 TL,37000
13319,Karşıyaka,3+1,37.000 TL,37000
13320,Buca,3+1,37.000 TL,37000
13321,Balçova,3+1,36.500 TL,36500
13322,Karşıyaka,2+1,37.000 TL,37000
13323,Menemen,2+1,37.000 TL,37000
13324,Karşıyaka,1+1,36.500 TL,36500
13325,Balçova,3+1,37.000 TL,37000
13326,Konak,3+1,37.000 TL,37000
13327,Karşıyaka,3+1,37.000 TL,37000
13328,Buca,2+1,36.500 TL,36500
13329,Menemen,3+1,37.000 TL,37000
13330,Karabağlar,3+1,37.000 TL,37000
13331,Güzelbahçe,1+1,37.000 TL,37000
13332,Bayraklı,1+1,37.000 TL,37000
13333,Bornova,2+1,37.000 TL,37000
13334,Gaziemir,2+1,37.000 TL,37000
13335,Çiğli,2+1,37.000 TL,37000
13336,Aliağa,5+1,37.000 TL,37000
13337,Karşıyaka,1+1,37.000 TL,37000
13338,Balçova,3+1,37.000 TL,37000
13339,Konak,1+1,37.000 TL,37000
13340,Bayraklı,3+1,37.000 TL,37000
13341,Çiğli,1+1,37.000 TL,37000
13342,Karaburun,2+1,37.000 TL,37000
13343,Aliağa,4+1,37.000 TL,37000
13344,Karşıyaka,3+1,37.000 TL,37000
13345,Bornova,2+1,37.000 TL,37000
13346,Karşıyaka,3+1,36.500 TL,36500
13347,Urla,2+1,37.000 TL,37000
13348,Çiğli,1+1,37.000 TL,37000
13349,Aliağa,3+1,37.000 TL,37000
13350,Seferihisar,2+1,37.000 TL,37000
13351,Karşıyaka,3+1,36.500 TL,36500
13352,Çiğli,1+1,36.500 TL,36500
13353,Karabağlar,3+1,37.000 TL,37000
13354,Karşıyaka,3+1,37.000 TL,37000
13355,Gaziemir,2+1,36.500 TL,36500
13356,Karşıyaka,2+1,36.500 TL,36500
13357,Gaziemir,2+1,37.000 TL,37000
13358,Karşıyaka,3+1,37.000 TL,37000
13359,Seferihisar,3+1,37.000 TL,37000
13360,Balçova,2+1,37.000 TL,37000
13361,Karabağlar,2+1,37.000 TL,37000
13362,Karabağlar,3+1,37.000 TL,37000
13363,Konak,1+1,37.000 TL,37000
13364,Balçova,2+1,37.000 TL,37000
13365,Karşıyaka,3+1,37.000 TL,37000
13366,Karşıyaka,3+1,37.000 TL,37000
13367,Bayraklı,3+1,37.000 TL,37000
13368,Karabağlar,3+1,37.000 TL,37000
13369,Karşıyaka,Stüdyo (1+0),37.000 TL,37000
13370,Menemen,3+1,37.000 TL,37000
13371,Urla,3+1,37.000 TL,37000
13372,Karşıyaka,1+1,37.000 TL,37000
13373,Bornova,1+1,37.000 TL,37000
13374,Karşıyaka,2+1,37.000 TL,37000
13375,Bornova,2+1,37.000 TL,37000
13376,Karşıyaka,1+1,37.000 TL,37000
13377,Urla,2+1,36.500 TL,36500
13378,Karşıyaka,3+1,37.000 TL,37000
13379,Karabağlar,3+1,36.500 TL,36500
13380,Bayraklı,3+1,37.000 TL,37000
13381,Bornova,1+1,37.000 TL,37000
13382,Karabağlar,2+1,37.000 TL,37000
13383,Bayraklı,1+1,37.000 TL,37000
13384,Menemen,3+1,37.000 TL,37000
13385,Karşıyaka,3+1,37.000 TL,37000
13386,Bayraklı,3+1,37.000 TL,37000
13387,Bornova,1+1,37.000 TL,37000
13388,Karşıyaka,1+1,37.000 TL,37000
13389,Bayraklı,3+1,37.000 TL,37000
13390,Bayraklı,3+1,37.000 TL,37000
13391,Gaziemir,3+1,37.000 TL,37000
13392,Gaziemir,2+1,37.000 TL,37000
13393,Menemen,3+1,37.000 TL,37000
13394,Menemen,3+1,37.000 TL,37000
13395,Karşıyaka,3+1,37.000 TL,37000
13396,Konak,1+1,37.000 TL,37000
13397,Narlıdere,1+1,37.000 TL,37000
13398,Bornova,2+1,36.500 TL,36500
13399,Konak,Stüdyo (1+0),38.000 TL,38000
13400,Bornova,2+1,39.000 TL,39000
13401,Bornova,1+1,38.000 TL,38000
13402,Urla,2+1,39.000 TL,39000
13403,Narlıdere,3+1,37.500 TL,37500
13404,Bornova,3+1,39.000 TL,39000
13405,Bornova,2+1,38.000 TL,38000
13406,Urla,2+1,38.000 TL,38000
13407,Bayraklı,3+1,38.000 TL,38000
13408,Karşıyaka,2+1,38.000 TL,38000
13409,Menemen,3+1,37.500 TL,37500
13410,Bayraklı,3+1,39.999 TL,39999
13411,Narlıdere,3+1,39.500 TL,39500
13412,Bayraklı,3+1,38.500 TL,38500
13413,Bayraklı,2+1,39.500 TL,39500
13414,Buca,3+1,39.000 TL,39000
13415,Bornova,2+1,38.000 TL,38000
13416,Karşıyaka,3+1,38.000 TL,38000
13417,Karşıyaka,2+1,37.500 TL,37500
13418,Aliağa,2+1,38.000 TL,38000
13419,Karşıyaka,3+1,38.000 TL,38000
13420,Gaziemir,3+1,38.000 TL,38000
13421,Buca,3+1,38.000 TL,38000
13422,Urla,1+1,38.000 TL,38000
13423,Konak,3+1,37.500 TL,37500
13424,Karşıyaka,2+1,37.500 TL,37500
13425,Urla,3+1,38.000 TL,38000
13426,Karşıyaka,3+1,38.000 TL,38000
13427,Konak,Stüdyo (1+0),38.000 TL,38000
13428,Karşıyaka,2+1,37.500 TL,37500
13429,Buca,1+1,39.999 TL,39999
13430,Çeşme,3+1,38.750 TL,38750
13431,Bornova,3+1,38.000 TL,38000
13432,Karabağlar,3+1,38.000 TL,38000
13433,Bornova,1+1,37.500 TL,37500
13434,Balçova,3+1,38.000 TL,38000
13435,Menemen,3+1,38.000 TL,38000
13436,Bornova,1+1,38.500 TL,38500
13437,Karabağlar,2+1,38.000 TL,38000
13438,Çiğli,2+1,38.000 TL,38000
13439,Karşıyaka,3+1,37.500 TL,37500
13440,Karabağlar,3+1,38.000 TL,38000
13441,Çeşme,2+1,38.000 TL,38000
13442,Dikili,3+1,38.000 TL,38000
13443,Urla,1+1,38.500 TL,38500
13444,Bornova,2+1,38.000 TL,38000
13445,Menderes,2+1,37.500 TL,37500
13446,Karşıyaka,3+1,38.000 TL,38000
13447,Karşıyaka,3+1,38.000 TL,38000
13448,Torbalı,3+1,37.500 TL,37500
13449,Dikili,2+1,38.000 TL,38000
13450,Seferihisar,2+1,38.000 TL,38000
13451,Bornova,1+1,38.000 TL,38000
13452,Çiğli,1+1,38.000 TL,38000
13453,Balçova,3+1,38.000 TL,38000
13454,Karşıyaka,3+1,38.000 TL,38000
13455,Bayraklı,3+1,38.000 TL,38000
13456,Menemen,3+1,38.000 TL,38000
13457,Buca,2+1,38.000 TL,38000
13458,Torbalı,4+1,38.000 TL,38000
13459,Çiğli,3+1,38.000 TL,38000
13460,Menemen,3+1,38.000 TL,38000
13461,Bornova,2+1,38.000 TL,38000
13462,Karşıyaka,3+1,38.500 TL,38500
13463,Karşıyaka,3+1,39.500 TL,39500
13464,Karşıyaka,Stüdyo (1+0),38.000 TL,38000
13465,Gaziemir,2+1,39.000 TL,39000
13466,Gaziemir,3+1,39.000 TL,39000
13467,Bayraklı,3+1,38.000 TL,38000
13468,Çeşme,2+1,39.000 TL,39000
13469,Karşıyaka,3+1,38.500 TL,38500
13470,Konak,3+1,37.500 TL,37500
13471,Bornova,1+1,39.000 TL,39000
13472,Güzelbahçe,3+1,39.000 TL,39000
13473,Bornova,2+1,37.500 TL,37500
13474,Bayraklı,4+1,38.000 TL,38000
13475,Çeşme,2+1,37.500 TL,37500
13476,Konak,Stüdyo (1+0),38.000 TL,38000
13477,Gaziemir,2+1,38.000 TL,38000
13478,Karabağlar,2+1,39.000 TL,39000
13479,Urla,3+1,38.000 TL,38000
13480,Bayraklı,3+1,38.000 TL,38000
13481,Urla,2+0,37.500 TL,37500
13482,Menemen,3+1,38.000 TL,38000
13483,Menderes,3+1,38.000 TL,38000
13484,Menemen,2+1,38.000 TL,38000
13485,Bayraklı,3+1,38.000 TL,38000
13486,Çiğli,1+1,38.000 TL,38000
13487,Çiğli,3+1,38.000 TL,38000
13488,Karabağlar,3+1,38.000 TL,38000
13489,Buca,3+1,37.500 TL,37500
13490,Karabağlar,3+1,38.000 TL,38000
13491,Foça,2+1,39.000 TL,39000
13492,Narlıdere,3+1,38.000 TL,38000
13493,Torbalı,3+1,38.000 TL,38000
13494,Karşıyaka,3+1,38.000 TL,38000
13495,Urla,2+1,39.000 TL,39000
13496,Çiğli,3+1,38.000 TL,38000
13497,Aliağa,2+1,38.000 TL,38000
13498,Gaziemir,2+1,38.000 TL,38000
13499,Karşıyaka,3+1,39.000 TL,39000
13500,Karabağlar,3+1,38.000 TL,38000
13501,Bornova,2+1,38.000 TL,38000
13502,Karabağlar,3+1,38.000 TL,38000
13503,Balçova,3+1,38.500 TL,38500
13504,Seferihisar,2.5+1,38.000 TL,38000
13505,Balçova,3+1,37.500 TL,37500
13506,Gaziemir,3+1,38.000 TL,38000
13507,Karşıyaka,3+1,39.000 TL,39000
13508,Kemalpaşa,2+1,39.500 TL,39500
13509,Güzelbahçe,1+1,38.000 TL,38000
13510,Bayraklı,3+1,39.000 TL,39000
13511,Balçova,3+1,39.500 TL,39500
13512,Konak,3+1,38.500 TL,38500
13513,Karşıyaka,3+1,37.500 TL,37500
13514,Karşıyaka,3+1,38.000 TL,38000
13515,Çiğli,1+1,38.000 TL,38000
13516,Seferihisar,3+1,39.000 TL,39000
13517,Karşıyaka,3+1,38.000 TL,38000
13518,Çeşme,1+1,38.500 TL,38500
13519,Bornova,3+1,38.000 TL,38000
13520,Çiğli,1+1,38.000 TL,38000
13521,Balçova,1+1,38.000 TL,38000
13522,Karabağlar,2+1,39.000 TL,39000
13523,Karşıyaka,2+1,38.000 TL,38000
13524,Narlıdere,3+1,38.000 TL,38000
13525,Karabağlar,2+1,39.000 TL,39000
13526,Konak,2+1,38.000 TL,38000
13527,Karşıyaka,3+1,38.000 TL,38000
13528,Bornova,3+1,38.000 TL,38000
13529,Narlıdere,3+1,39.500 TL,39500
13530,Karşıyaka,2+1,39.000 TL,39000
13531,Bayraklı,3+1,38.000 TL,38000
13532,Bayraklı,4+1,39.000 TL,39000
13533,Bayraklı,2+1,38.000 TL,38000
13534,Bornova,1+1,38.000 TL,38000
13535,Karabağlar,3+1,38.000 TL,38000
13536,Karşıyaka,2+1,37.500 TL,37500
13537,Konak,3+1,38.000 TL,38000
13538,Bornova,2+1,39.500 TL,39500
13539,Buca,1+1,37.500 TL,37500
13540,Karşıyaka,1+1,38.000 TL,38000
13541,Seferihisar,3+1,38.000 TL,38000
13542,Balçova,1+1,39.500 TL,39500
13543,Bayraklı,1+1,38.000 TL,38000
13544,Konak,3+1,38.000 TL,38000
13545,Karşıyaka,3+1,38.500 TL,38500
13546,Tire,3+1,39.000 TL,39000
13547,Menemen,2+1,38.000 TL,38000
13548,Konak,3+1,38.000 TL,38000
13549,Menderes,2+1,38.000 TL,38000
13550,Bayraklı,3+1,38.000 TL,38000
13551,Bayraklı,3+1,38.000 TL,38000
13552,Karşıyaka,1+1,39.000 TL,39000
13553,Foça,3+1,38.500 TL,38500
13554,Bornova,2+1,39.500 TL,39500
13555,Menemen,3+1,38.000 TL,38000
13556,Bornova,1+1,38.000 TL,38000
13557,Aliağa,3+1,39.000 TL,39000
13558,Bayraklı,3+1,38.000 TL,38000
13559,Urla,2+1,38.000 TL,38000
13560,Konak,1+1,38.000 TL,38000
13561,Karabağlar,2+1,37.500 TL,37500
13562,Karabağlar,3+1,38.000 TL,38000
13563,Tire,4+1,39.000 TL,39000
13564,Karşıyaka,1+1,39.000 TL,39000
13565,Karşıyaka,1+1,37.750 TL,37750
13566,Konak,Stüdyo (1+0),38.000 TL,38000
13567,Karşıyaka,3+1,38.000 TL,38000
13568,Bornova,1+1,38.000 TL,38000
13569,Karabağlar,2+1,38.000 TL,38000
13570,Urla,2+1,37.500 TL,37500
13571,Karşıyaka,2+1,39.000 TL,39000
13572,Karşıyaka,2+1,37.500 TL,37500
13573,Karşıyaka,2+1,39.000 TL,39000
13574,Çiğli,1+1,39.000 TL,39000
13575,Seferihisar,2+1,38.000 TL,38000
13576,Konak,2+1,38.000 TL,38000
13577,Menderes,3+1,39.000 TL,39000
13578,Çeşme,2+1,38.000 TL,38000
13579,Bornova,2+1,38.000 TL,38000
13580,Karşıyaka,1+1,39.000 TL,39000
13581,Konak,2+1,39.000 TL,39000
13582,Konak,3+1,38.000 TL,38000
13583,Karabağlar,3+1,38.000 TL,38000
13584,Karabağlar,3+1,38.000 TL,38000
13585,Gaziemir,2+1,38.500 TL,38500
13586,Urla,2+1,38.500 TL,38500
13587,Bayraklı,4+1,39.000 TL,39000
13588,Bornova,3+1,38.000 TL,38000
13589,Karşıyaka,3+1,39.000 TL,39000
13590,Bornova,1+1,39.000 TL,39000
13591,Çiğli,2+1,38.000 TL,38000
13592,Seferihisar,3+1,38.000 TL,38000
13593,Karşıyaka,3+1,38.000 TL,38000
13594,Karşıyaka,2+1,38.000 TL,38000
13595,Konak,Stüdyo (1+0),38.000 TL,38000
13596,Bornova,1+1,39.500 TL,39500
13597,Karabağlar,3+1,38.000 TL,38000
13598,Karşıyaka,1+1,39.500 TL,39500
13599,Karşıyaka,1+1,38.000 TL,38000
13600,Karşıyaka,1+1,39.000 TL,39000
13601,Buca,3+1,38.250 TL,38250
13602,Konak,1+1,39.750 TL,39750
13603,Çeşme,2+1,38.000 TL,38000
13604,Foça,2+1,37.500 TL,37500
13605,Balçova,1+1,37.500 TL,37500
13606,Bornova,1+1,39.000 TL,39000
13607,Balçova,2+1,39.000 TL,39000
13608,Bornova,1+1,39.000 TL,39000
13609,Bornova,1+1,38.000 TL,38000
13610,Torbalı,3+1,38.000 TL,38000
13611,Konak,1+1,38.000 TL,38000
13612,Bornova,3+1,38.000 TL,38000
13613,Urla,2+1,39.000 TL,39000
13614,Konak,3+1,39.950 TL,39950
13615,Karşıyaka,2+1,38.000 TL,38000
13616,Güzelbahçe,3+1,39.000 TL,39000
13617,Bornova,1+1,38.500 TL,38500
13618,Konak,1+1,38.500 TL,38500
13619,Menderes,2+1,38.000 TL,38000
13620,Gaziemir,2+1,38.000 TL,38000
13621,Urla,1+1,38.000 TL,38000
13622,Seferihisar,2+1,38.500 TL,38500
13623,Konak,1+1,38.000 TL,38000
13624,Bornova,2+1,38.000 TL,38000
13625,Bornova,3+1,37.500 TL,37500
13626,Karşıyaka,2+1,39.000 TL,39000
13627,Karşıyaka,1+1,39.500 TL,39500
13628,Karşıyaka,3+1,38.500 TL,38500
13629,Karabağlar,3+1,38.000 TL,38000
13630,Karşıyaka,3+1,39.000 TL,39000
13631,Karşıyaka,2+1,38.000 TL,38000
13632,Bayraklı,3+1,38.000 TL,38000
13633,Balçova,2+1,38.000 TL,38000
13634,Karabağlar,3+1,39.000 TL,39000
13635,Karşıyaka,3+1,39.500 TL,39500
13636,Karşıyaka,3+1,38.000 TL,38000
13637,Balçova,3+1,37.500 TL,37500
13638,Konak,2+1,38.200 TL,38200
13639,Balçova,3+1,38.000 TL,38000
13640,Buca,3+1,38.000 TL,38000
13641,Balçova,3+1,38.000 TL,38000
13642,Menemen,2+1,38.000 TL,38000
13643,Karşıyaka,3+1,39.000 TL,39000
13644,Urla,2+1,37.500 TL,37500
13645,Karşıyaka,3+1,38.000 TL,38000
13646,Menemen,3+1,39.000 TL,39000
13647,Karşıyaka,2+1,39.000 TL,39000
13648,Bornova,1+1,39.500 TL,39500
13649,Gaziemir,3+1,39.000 TL,39000
13650,Karşıyaka,3+1,37.500 TL,37500
13651,Karşıyaka,1+1,38.000 TL,38000
13652,Karşıyaka,3+1,39.000 TL,39000
13653,Narlıdere,2+1,39.500 TL,39500
13654,Karşıyaka,3+1,39.000 TL,39000
13655,Çeşme,2+1,38.000 TL,38000
13656,Karşıyaka,1+1,38.000 TL,38000
13657,Menemen,3+1,39.000 TL,39000
13658,Konak,1+1,38.000 TL,38000
13659,Buca,3+1,39.000 TL,39000
13660,Seferihisar,3+1,38.000 TL,38000
13661,Bayraklı,1+1,38.000 TL,38000
13662,Karşıyaka,2+1,38.000 TL,38000
13663,Bornova,3+1,38.000 TL,38000
13664,Karşıyaka,3+1,38.000 TL,38000
13665,Çeşme,2+1,37.500 TL,37500
13666,Balçova,2+1,37.500 TL,37500
13667,Gaziemir,3+1,38.000 TL,38000
13668,Menemen,3+1,38.000 TL,38000
13669,Bornova,2+1,37.500 TL,37500
13670,Gaziemir,2+1,38.000 TL,38000
13671,Narlıdere,2+1,37.500 TL,37500
13672,Aliağa,2+1,38.000 TL,38000
13673,Karabağlar,3+1,38.000 TL,38000
13674,Bornova,3+1,39.000 TL,39000
13675,Karabağlar,2+1,37.500 TL,37500
13676,Karabağlar,2+1,37.999 TL,37999
13677,Bayraklı,3+1,39.750 TL,39750
13678,Konak,1+1,39.000 TL,39000
13679,Karşıyaka,3+1,38.000 TL,38000
13680,Bornova,1+1,38.000 TL,38000
13681,Menderes,3+1,38.000 TL,38000
13682,Konak,2+1,39.200 TL,39200
13683,Karşıyaka,1+1,39.500 TL,39500
13684,Karşıyaka,3+1,39.000 TL,39000
13685,Çiğli,3+1,38.000 TL,38000
13686,Karabağlar,3+1,38.000 TL,38000
13687,Bornova,3+1,38.000 TL,38000
13688,Çeşme,1+1,37.500 TL,37500
13689,Karabağlar,2+1,38.000 TL,38000
13690,Bornova,1+1,37.500 TL,37500
13691,Bornova,1+1,38.500 TL,38500
13692,Bayraklı,2+1,38.000 TL,38000
13693,Karabağlar,3+1,38.000 TL,38000
13694,Foça,3+1,39.000 TL,39000
13695,Bayraklı,3+1,38.000 TL,38000
13696,Karşıyaka,2+1,39.000 TL,39000
13697,Bayraklı,3+1,38.000 TL,38000
13698,Çiğli,1+1,38.000 TL,38000
13699,Seferihisar,4+1,38.000 TL,38000
13700,Karabağlar,2+1,37.500 TL,37500
13701,Bayraklı,3+1,39.000 TL,39000
13702,Buca,2+1,39.000 TL,39000
13703,Karabağlar,3+1,39.500 TL,39500
13704,Konak,Stüdyo (1+0),37.500 TL,37500
13705,Konak,2+1,38.000 TL,38000
13706,Konak,2+1,38.500 TL,38500
13707,Karşıyaka,3+1,39.000 TL,39000
13708,Karabağlar,3+1,37.500 TL,37500
13709,Balçova,3+1,37.500 TL,37500
13710,Karşıyaka,2+1,38.500 TL,38500
13711,Çiğli,1+1,38.000 TL,38000
13712,Karşıyaka,3+1,38.000 TL,38000
13713,Narlıdere,1+1,38.000 TL,38000
13714,Torbalı,3+1,39.000 TL,39000
13715,Karşıyaka,3+1,38.000 TL,38000
13716,Karabağlar,3+1,37.500 TL,37500
13717,Bornova,2+1,38.000 TL,38000
13718,Bornova,2+1,38.000 TL,38000
13719,Karabağlar,3+1,38.000 TL,38000
13720,Karşıyaka,3+1,38.000 TL,38000
13721,Bornova,2+1,38.000 TL,38000
13722,Karabağlar,3+1,39.500 TL,39500
13723,Karşıyaka,2+1,38.000 TL,38000
13724,Konak,3+1,37.500 TL,37500
13725,Karşıyaka,3+1,39.500 TL,39500
13726,Bornova,1+1,39.000 TL,39000
13727,Karşıyaka,1+1,38.000 TL,38000
13728,Konak,3+1,37.500 TL,37500
13729,Balçova,3+1,38.000 TL,38000
13730,Çiğli,2+1,38.500 TL,38500
13731,Urla,2+1,39.000 TL,39000
13732,Karşıyaka,3+1,38.000 TL,38000
13733,Menderes,3+1,38.000 TL,38000
13734,Bornova,2+1,38.500 TL,38500
13735,Bornova,1+1,37.500 TL,37500
13736,Karabağlar,3+1,38.000 TL,38000
13737,Bornova,1+1,38.000 TL,38000
13738,Karşıyaka,3+1,39.000 TL,39000
13739,Karabağlar,2+1,38.500 TL,38500
13740,Bornova,1+1,38.500 TL,38500
13741,Menemen,2+1,38.000 TL,38000
13742,Gaziemir,2+1,38.000 TL,38000
13743,Bayraklı,1+1,39.000 TL,39000
13744,Konak,4+1,38.000 TL,38000
13745,Karşıyaka,3+1,39.000 TL,39000
13746,Karabağlar,3+1,38.000 TL,38000
13747,Konak,3+1,38.000 TL,38000
13748,Dikili,3+1,38.000 TL,38000
13749,Konak,2+1,38.000 TL,38000
13750,Bornova,1+1,38.000 TL,38000
13751,Karabağlar,3+1,38.000 TL,38000
13752,Çiğli,3+1,38.000 TL,38000
13753,Çeşme,2.5+1,38.500 TL,38500
13754,Karabağlar,3+1,38.000 TL,38000
13755,Bornova,1+1,38.500 TL,38500
13756,Karşıyaka,2.5+1,39.000 TL,39000
13757,Balçova,2+1,38.000 TL,38000
13758,Seferihisar,4+1,38.000 TL,38000
13759,Seferihisar,3+1,39.000 TL,39000
13760,Balçova,2+1,37.500 TL,37500
13761,Karşıyaka,Stüdyo (1+0),39.500 TL,39500
13762,Narlıdere,3+1,38.000 TL,38000
13763,Bayraklı,3+1,37.500 TL,37500
13764,Konak,1.5+1,37.950 TL,37950
13765,Karşıyaka,3+1,39.000 TL,39000
13766,Karşıyaka,3+1,39.000 TL,39000
13767,Karabağlar,3+1,37.500 TL,37500
13768,Karşıyaka,2+1,39.500 TL,39500
13769,Tire,4+1,39.000 TL,39000
13770,Karabağlar,2+1,38.000 TL,38000
13771,Bornova,2+1,39.000 TL,39000
13772,Bayraklı,2+1,38.000 TL,38000
13773,Karşıyaka,2+1,38.000 TL,38000
13774,Gaziemir,2+1,38.000 TL,38000
13775,Karşıyaka,2.5+1,39.000 TL,39000
13776,Bornova,1+1,38.000 TL,38000
13777,Karşıyaka,2+1,38.000 TL,38000
13778,Bornova,1+1,38.000 TL,38000
13779,Balçova,1+1,38.000 TL,38000
13780,Konak,3+1,39.000 TL,39000
13781,Çiğli,1+1,38.000 TL,38000
13782,Bayraklı,3+1,38.000 TL,38000
13783,Gaziemir,2+1,38.000 TL,38000
13784,Bornova,3+1,39.000 TL,39000
13785,Karşıyaka,3+1,38.000 TL,38000
13786,Karşıyaka,3+1,39.000 TL,39000
13787,Buca,3+1,38.000 TL,38000
13788,Bornova,3+1,38.000 TL,38000
13789,Menderes,3+1,37.500 TL,37500
13790,Karşıyaka,3+1,39.750 TL,39750
13791,Karşıyaka,3+1,39.999 TL,39999
13792,Aliağa,2+1,37.500 TL,37500
13793,Balçova,3+1,38.000 TL,38000
13794,Buca,3+1,39.000 TL,39000
13795,Karşıyaka,3+1,38.000 TL,38000
13796,Balçova,3+1,37.500 TL,37500
13797,Konak,3+1,38.000 TL,38000
13798,Bayraklı,3+1,39.000 TL,39000
13799,Foça,1+1,38.000 TL,38000
13800,Foça,3+1,38.500 TL,38500
13801,Balçova,3+1,39.000 TL,39000
13802,Konak,3+1,38.000 TL,38000
13803,Konak,3+1,38.000 TL,38000
13804,Bornova,1+1,38.000 TL,38000
13805,Bornova,1+1,38.000 TL,38000
13806,Bornova,3+1,38.000 TL,38000
13807,Menderes,3+1,38.000 TL,38000
13808,Bornova,3+1,38.000 TL,38000
13809,Buca,3+1,37.500 TL,37500
13810,Konak,3+1,38.000 TL,38000
13811,Bayraklı,3+1,38.000 TL,38000
13812,Bayraklı,3+1,38.000 TL,38000
13813,Bornova,1+1,38.000 TL,38000
13814,Karşıyaka,2+1,38.000 TL,38000
13815,Karabağlar,2+1,38.500 TL,38500
13816,Balçova,1+1,38.000 TL,38000
13817,Bayraklı,3+1,39.000 TL,39000
13818,Balçova,3+1,38.000 TL,38000
13819,Karşıyaka,1+1,38.000 TL,38000
13820,Gaziemir,3+1,39.000 TL,39000
13821,Menderes,2+1,38.000 TL,38000
13822,Karşıyaka,3+1,37.500 TL,37500
13823,Balçova,3+1,38.000 TL,38000
13824,Bornova,1+1,37.500 TL,37500
13825,Bornova,1+1,37.900 TL,37900
13826,Urla,2+1,39.000 TL,39000
13827,Karşıyaka,3+1,38.000 TL,38000
13828,Karşıyaka,3+1,39.000 TL,39000
13829,Narlıdere,3+1,38.000 TL,38000
13830,Karabağlar,3+1,38.000 TL,38000
13831,Karşıyaka,2+1,37.500 TL,37500
13832,Karşıyaka,3+1,39.000 TL,39000
13833,Konak,1+1,38.000 TL,38000
13834,Bornova,3+1,39.500 TL,39500
13835,Karabağlar,3+1,39.000 TL,39000
13836,Karşıyaka,2+1,38.000 TL,38000
13837,Bornova,3+1,39.000 TL,39000
13838,Seferihisar,3+1,39.000 TL,39000
13839,Karşıyaka,2+1,37.500 TL,37500
13840,Çeşme,2+1,38.000 TL,38000
13841,Narlıdere,1+1,37.500 TL,37500
13842,Balçova,3+1,39.500 TL,39500
13843,Karşıyaka,1+1,38.000 TL,38000
13844,Karşıyaka,3+1,38.000 TL,38000
13845,Çeşme,1+1,38.000 TL,38000
13846,Bornova,1+1,38.000 TL,38000
13847,Karşıyaka,3+1,39.000 TL,39000
13848,Bornova,1+1,39.000 TL,39000
13849,Buca,3+1,39.000 TL,39000
13850,Bornova,1+1,38.000 TL,38000
13851,Bornova,1+1,38.000 TL,38000
13852,Menemen,2+1,38.000 TL,38000
13853,Konak,3+1,39.000 TL,39000
13854,Buca,3+1,39.000 TL,39000
13855,Konak,3+1,39.000 TL,39000
13856,Bayraklı,3+1,37.500 TL,37500
13857,Gaziemir,2+1,40.000 TL,40000
13858,Konak,1+1,43.000 TL,43000
13859,Balçova,3+1,40.000 TL,40000
13860,Bornova,2+1,41.000 TL,41000
13861,Balçova,3+1,40.000 TL,40000
13862,Bayraklı,3+1,40.000 TL,40000
13863,Bornova,2+1,40.000 TL,40000
13864,Karşıyaka,2+1,43.000 TL,43000
13865,Çiğli,1+1,40.000 TL,40000
13866,Karşıyaka,2+1,41.900 TL,41900
13867,Konak,2+1,43.500 TL,43500
13868,Karşıyaka,3+1,40.000 TL,40000
13869,Balçova,2+1,43.500 TL,43500
13870,Bornova,1+1,43.000 TL,43000
13871,Çiğli,2+1,40.000 TL,40000
13872,Karşıyaka,3+1,40.000 TL,40000
13873,Konak,2+1,42.000 TL,42000
13874,Karşıyaka,3+1,43.000 TL,43000
13875,Balçova,3+1,40.000 TL,40000
13876,Karabağlar,3+1,40.000 TL,40000
13877,Konak,1+1,40.000 TL,40000
13878,Karşıyaka,2+1,43.000 TL,43000
13879,Karşıyaka,2+1,41.000 TL,41000
13880,Gaziemir,3+1,40.000 TL,40000
13881,Karabağlar,3+1,40.000 TL,40000
13882,Karşıyaka,2+1,41.500 TL,41500
13883,Karabağlar,3+1,43.000 TL,43000
13884,Menemen,4+2,40.000 TL,40000
13885,Seferihisar,3+1,40.000 TL,40000
13886,Karşıyaka,2+1,40.000 TL,40000
13887,Menderes,3+1,41.000 TL,41000
13888,Buca,1+1,42.500 TL,42500
13889,Karabağlar,3+1,40.000 TL,40000
13890,Balçova,4+1,40.000 TL,40000
13891,Karabağlar,2+1,40.000 TL,40000
13892,Gaziemir,3+1,40.000 TL,40000
13893,Bornova,1+1,40.000 TL,40000
13894,Bornova,3+1,40.000 TL,40000
13895,Balçova,3+1,40.000 TL,40000
13896,Karşıyaka,1+1,41.500 TL,41500
13897,Karabağlar,3+1,40.000 TL,40000
13898,Foça,3+1,40.000 TL,40000
